periodo	product_id	tn
201701	20701	5.60715
201701	20702	3.52501
201701	20705	3.30497
201701	20706	4.74727
201701	20708	3.04752
201701	20713	3.02416
201701	20714	0.51978
201701	20715	4.95717
201701	20721	4.09986
201701	20729	0.98968
201701	20730	3.6019
201701	20733	3.57429
201701	20735	6.13254
201701	20737	1.34839
201701	20739	4.3465
201701	20742	0.22113
201701	20744	3.71946
201701	20745	2.91797
201701	20749	2.07275
201701	20751	0.07077
201701	20756	4.6230199999999995
201701	20759	3.76762
201701	20761	1.81658
201701	20765	1.39426
201701	20768	3.69029
201701	20773	1.49203
201701	20781	2.10405
201701	20786	0.29628
201701	20788	3.75802
201701	20789	4.01339
201701	20793	0.04204
201701	20800	2.22755
201701	20801	1.73847
201701	20802	3.32681
201701	20803	3.49561
201701	20807	2.93603
201701	20810	3.29818
201701	20812	2.36851
201701	20820	1.7301199999999999
201701	20823	5.39972
201701	20824	2.49045
201701	20826	0.03333
201701	20828	2.54066
201701	20830	4.22235
201701	20831	0.13213
201701	20838	3.77282
201701	20840	2.35676
201701	20843	2.65582
201701	20846	1.43876
201701	20847	2.06603
201701	20849	3.62773
201701	20852	1.28344
201701	20862	0.02402
201701	20863	1.51148
201701	20864	1.57412
201701	20865	0.05676
201701	20870	1.73123
201701	20879	2.09839
201701	20882	0.28391
201701	20883	0.10908999999999999
201701	20885	0.30357
201701	20892	1.26674
201701	20894	1.66721
201701	20901	2.69013
201701	20906	0.11204
201701	20913	0.79711
201701	20919	1.68889
201701	20922	1.91861
201701	20925	1.51165
201701	20931	0.10918
201701	20936	1.6794200000000001
201701	20937	0.9281699999999999
201701	20941	1.69078
201701	20947	1.46763
201701	20948	0.93743
201701	20949	0.83242
201701	20956	0.11204
201701	20957	0.93911
201701	20961	1.71881
201701	20965	0.88123
201701	20970	1.1323699999999999
201701	20976	0.91287
201701	20982	2.24234
201701	20985	0.10908999999999999
201701	20986	0.98605
201701	20991	0.34104
201701	20994	0.67778
201701	21008	1.03417
201701	21014	1.04447
201701	21016	0.99915
201701	21024	1.17278
201701	21028	0.71629
201701	21032	0.70414
201701	21038	0.01527
201701	21048	0.81013
201701	21049	0.8044
201701	21055	0.21183
201701	21057	0.64643
201701	21077	0.41204999999999997
201701	21080	0.04696
201701	21088	0.49021
201701	21131	0.30064
201701	21170	0.94502
201701	21182	0.08384
201701	21190	0.24758
201701	21192	1.60894
201701	21200	0.33722
201701	21202	0.74802
201701	21218	0.76076
201701	21222	0.53294
201702	20001	798.0162
201702	20002	505.88633
201702	20003	752.1152
201702	20004	508.20044
201702	20005	551.4306
201702	20006	599.1859000000001
201702	20007	638.62996
201702	20008	631.7143
201702	20009	475.242
201702	20010	562.98287
201702	20011	383.99634000000003
201702	20012	509.04048
201702	20013	343.98819
201702	20014	272.35644
201702	20015	386.11926
201702	20016	249.36912
201702	20017	384.57855
201702	20018	274.37343
201702	20019	402.63563
201702	20020	296.98903
201702	20021	257.28402
201702	20022	333.2784
201702	20023	189.93702
201702	20024	297.14958
201702	20025	201.81798
201702	20026	150.54726
201702	20027	166.28501
201702	20028	315.79002
201702	20029	232.25705
201702	20030	379.7794
201702	20031	219.02896
201702	20033	184.26408
201702	20035	156.71515
201702	20037	275.96503
201702	20038	199.93209000000002
201702	20039	162.37385
201702	20041	124.63658
201702	20042	180.26244
201702	20043	181.28946
201702	20044	109.63006
201702	20045	157.94664
201702	20046	232.67616
201702	20047	193.11272
201702	20050	83.28901
201702	20051	117.02905
201702	20052	193.22456
201702	20053	156.27721
201702	20054	164.15913
201702	20055	213.96829
201702	20056	127.65387
201702	20057	128.70593
201702	20058	179.34135999999998
201702	20059	144.28072
201702	20061	150.52411
201702	20062	115.08077
201702	20063	152.31394
201702	20065	128.09978999999998
201702	20066	165.86167
201702	20067	165.07538
201702	20068	125.2376
201702	20069	109.70674
201702	20070	96.88921
201702	20071	102.87519
201702	20072	158.41098
201702	20073	43.08168
201702	20074	98.01716
201702	20075	131.90616
201702	20076	95.75849
201702	20077	154.27428
201702	20079	139.1031
201702	20080	137.86366
201702	20081	107.21529
201702	20082	114.88933
201702	20084	91.5183
201702	20086	69.36727
201702	20087	95.77934
201702	20090	149.88368
201702	20091	82.31067
201702	20092	94.60269
201702	20093	96.79761
201702	20094	122.84281
201702	20095	66.16842
201702	20096	102.65742
201702	20097	157.13126
201702	20099	123.4309
201702	20100	106.34886999999999
201702	20101	91.54782
201702	20102	68.9265
201702	20103	77.83871
201702	20106	94.47984
201702	20107	13.38616
201702	20108	99.71241
201702	20109	126.34908
201702	20111	69.85739
201702	20114	93.54618
201702	20116	52.84768
201702	20117	83.60193
201702	20118	84.55499
201702	20119	71.64287999999999
201702	20120	66.1905
201702	20121	62.57591
201702	20122	81.26009
201702	20123	74.55357
201702	20124	96.93406
201702	20125	71.79354000000001
201702	20129	104.28079
201702	20132	104.09046000000001
201702	20133	58.82058
201702	20134	68.59125
201702	20137	68.60079
201702	20138	72.62872
201702	20139	33.89841
201702	20140	48.00159
201702	20142	65.38943
201702	20144	60.25297
201702	20145	35.47777
201702	20146	55.14873
201702	20148	41.51547
201702	20151	75.08402
201702	20152	98.32902
201702	20153	29.08758
201702	20155	33.95986
201702	20157	28.70071
201702	20158	35.27433
201702	20160	41.55395
201702	20161	33.276180000000004
201702	20162	31.465320000000002
201702	20166	50.24572
201702	20167	14.89612
201702	20168	55.59547
201702	20175	8.17029
201702	20176	66.26399
201702	20177	49.72013
201702	20179	18.2076
201702	20180	49.96356
201702	20181	52.92679
201702	20182	57.18481
201702	20183	45.85384
201702	20184	50.71254
201702	20187	51.14753
201702	20188	48.68291
201702	20189	34.39359
201702	20192	102.67781
201702	20193	40.77989
201702	20196	18.4275
201702	20197	58.25953
201702	20198	39.43207
201702	20200	35.35656
201702	20201	41.886630000000004
201702	20205	38.57905
201702	20206	41.34312
201702	20207	23.07171
201702	20208	37.44879
201702	20209	23.62413
201702	20211	57.12913
201702	20212	30.3005
201702	20215	25.40269
201702	20216	8.98993
201702	20219	43.385510000000004
201702	20220	46.79945
201702	20222	37.12359
201702	20224	26.45643
201702	20225	15.11263
201702	20226	37.50478
201702	20227	18.20737
201702	20228	27.32186
201702	20230	14.8836
201702	20231	28.04753
201702	20232	21.65163
201702	20233	31.62826
201702	20234	48.11917
201702	20235	33.18716
201702	20238	27.283450000000002
201702	20239	8.23001
201702	20240	40.1101
201702	20241	27.257270000000002
201702	20242	29.92955
201702	20244	27.09436
201702	20246	27.88482
201702	20249	41.23892
201702	20251	28.94164
201702	20252	5.80434
201702	20253	20.89787
201702	20254	14.04691
201702	20255	18.34597
201702	20256	26.24028
201702	20259	19.11314
201702	20263	30.449379999999998
201702	20264	23.69657
201702	20265	29.572960000000002
201702	20267	26.90383
201702	20268	30.93105
201702	20269	3.08952
201702	20270	18.97857
201702	20271	23.89348
201702	20272	26.464290000000002
201702	20273	31.11795
201702	20275	19.28314
201702	20276	28.66824
201702	20277	12.24419
201702	20278	44.32613
201702	20280	21.76645
201702	20281	22.16818
201702	20282	15.18386
201702	20283	25.54484
201702	20284	24.9463
201702	20285	9.8512
201702	20288	20.36892
201702	20289	24.16505
201702	20290	17.22779
201702	20291	12.56436
201702	20292	19.090690000000002
201702	20295	11.24851
201702	20296	23.78868
201702	20299	12.09117
201702	20300	20.08161
201702	20301	14.65971
201702	20302	31.45976
201702	20303	11.99291
201702	20304	25.60893
201702	20305	29.93496
201702	20307	22.19066
201702	20309	21.15862
201702	20310	13.86967
201702	20311	5.01956
201702	20313	3.50532
201702	20314	13.98679
201702	20315	14.58583
201702	20316	19.79834
201702	20317	22.86628
201702	20320	17.9474
201702	20321	16.66393
201702	20322	11.39745
201702	20324	12.44862
201702	20325	24.67917
201702	20326	19.51304
201702	20327	20.85394
201702	20328	12.10755
201702	20329	21.57338
201702	20330	18.01086
201702	20332	20.404
201702	20335	12.34864
201702	20336	20.90736
201702	20338	20.71951
201702	20341	21.74835
201702	20342	14.20116
201702	20346	18.19811
201702	20349	15.850389999999999
201702	20350	27.96479
201702	20352	16.1524
201702	20353	16.28317
201702	20354	15.38035
201702	20356	20.50391
201702	20357	9.87669
201702	20358	14.45783
201702	20359	10.73873
201702	20361	14.56287
201702	20362	10.16643
201702	20365	15.25414
201702	20366	19.13319
201702	20367	20.41795
201702	20372	16.8801
201702	20375	21.48625
201702	20379	19.01909
201702	20380	16.30772
201702	20381	14.80831
201702	20382	31.76
201702	20383	0.24408
201702	20384	18.13439
201702	20385	19.5299
201702	20386	14.18578
201702	20388	9.555
201702	20396	5.1823
201702	20398	26.72447
201702	20400	18.25684
201702	20401	12.8086
201702	20404	15.08975
201702	20406	8.11977
201702	20407	13.43097
201702	20409	10.96102
201702	20410	11.82095
201702	20411	16.97138
201702	20416	17.52219
201702	20418	11.6565
201702	20419	9.86252
201702	20421	1.73355
201702	20422	15.72097
201702	20424	9.42265
201702	20426	14.53791
201702	20428	11.70678
201702	20429	14.92443
201702	20432	14.29575
201702	20433	12.68848
201702	20434	17.56768
201702	20438	12.30098
201702	20443	14.414250000000001
201702	20449	13.47576
201702	20450	7.51734
201702	20456	12.0732
201702	20463	0.61581
201702	20464	0.043379999999999995
201702	20465	11.87374
201702	20466	7.24906
201702	20469	8.98379
201702	20470	6.4359399999999996
201702	20473	11.88911
201702	20474	10.30255
201702	20480	9.99716
201702	20482	5.88938
201702	20483	6.46995
201702	20484	14.82778
201702	20490	8.61782
201702	20497	0.24849
201702	20500	8.25818
201702	20502	10.43566
201702	20505	12.13444
201702	20509	9.89567
201702	20514	0.10236
201702	20517	5.30712
201702	20520	8.55056
201702	20524	3.99755
201702	20530	7.9885600000000005
201702	20532	6.34328
201702	20536	10.11894
201702	20538	2.0715
201702	20539	8.8619
201702	20549	0.01452
201702	20551	7.93242
201702	20555	9.62721
201702	20560	4.89574
201702	20561	6.18859
201702	20563	9.3982
201702	20565	1.51048
201702	20568	5.23341
201702	20570	4.26127
201702	20572	5.06235
201702	20578	0.0899
201702	20579	4.46301
201702	20583	6.41466
201702	20585	7.96078
201702	20586	10.91233
201702	20596	3.8660200000000002
201702	20597	6.0293399999999995
201702	20599	9.26091
201702	20600	5.96012
201702	20601	10.01331
201702	20602	12.248899999999999
201702	20605	5.26469
201702	20606	4.06997
201702	20609	5.36212
201702	20612	6.85073
201702	20614	6.20246
201702	20617	8.68529
201702	20622	6.22935
201702	20628	4.25921
201702	20629	8.24867
201702	20632	12.325050000000001
201702	20636	5.78651
201702	20637	4.85612
201702	20639	5.55431
201702	20640	6.55879
201702	20641	6.98387
201702	20642	7.14609
201702	20644	4.62735
201702	20647	8.83871
201702	20651	4.49463
201702	20652	2.74584
201702	20653	4.19581
201702	20654	5.56035
201702	20655	6.29823
201702	20658	5.99529
201702	20660	5.90501
201702	20661	3.9863
201702	20663	3.64915
201702	20664	6.7535300000000005
201702	20666	9.6421
201702	20670	0.91076
201702	20672	3.66865
201702	20676	3.70188
201702	20677	7.43463
201702	20678	5.50029
201702	20680	5.49503
201702	20684	5.46779
201702	20685	5.85742
201702	20693	0.03659
201702	20696	4.0929
201702	20697	4.81745
201702	20699	7.38148
201702	20701	4.72219
201702	20702	2.07096
201702	20705	1.6976300000000002
201702	20706	3.7903700000000002
201702	20708	0.78093
201702	20713	2.8209
201702	20714	0.02293
201702	20715	3.66617
201702	20721	4.7016
201702	20729	1.43914
201702	20730	4.73477
201702	20733	4.15218
201702	20735	7.49308
201702	20737	3.46728
201702	20739	4.00424
201702	20742	11.39277
201702	20744	2.86619
201702	20745	3.01745
201702	20749	0.27473000000000003
201702	20751	10.41979
201702	20756	3.75599
201702	20759	3.8209999999999997
201702	20761	0.23696
201702	20765	4.72971
201702	20768	2.46607
201702	20773	4.0706
201702	20781	2.8182
201702	20788	4.40909
201702	20789	2.16962
201702	20800	4.05783
201702	20801	1.33444
201702	20802	3.11961
201702	20803	3.74336
201702	20807	0.70264
201702	20810	2.47034
201702	20812	3.43757
201702	20820	4.00974
201702	20823	5.30897
201702	20824	2.26873
201702	20826	3.57573
201702	20828	2.19508
201702	20830	4.14316
201702	20831	1.26724
201702	20838	2.8553
201702	20840	2.37386
201702	20843	2.69063
201702	20846	2.3226999999999998
201702	20847	2.1872599999999998
201702	20849	2.41826
201702	20852	2.17886
201702	20862	2.60328
201702	20863	2.13958
201702	20864	2.04721
201702	20865	2.31501
201702	20870	1.8372300000000001
201702	20878	0.54463
201702	20879	1.52478
201702	20882	0.17035
201702	20883	5.94107
201702	20885	0.54379
201702	20892	0.65007
201702	20894	2.14568
201702	20901	0.30272
201702	20906	4.56718
201702	20913	1.45327
201702	20919	1.68198
201702	20922	0.01529
201702	20925	1.90898
201702	20931	2.20146
201702	20936	1.64792
201702	20937	0.89537
201702	20941	1.54566
201702	20947	1.23938
201702	20948	1.30882
201702	20949	1.29329
201702	20956	5.75547
201702	20957	0.84953
201702	20961	1.10396
201702	20965	3.11198
201702	20970	1.401
201702	20976	0.61584
201702	20982	0.46016999999999997
201702	20985	4.20749
201702	20986	0.01048
201702	20991	0.51106
201702	20994	0.76311
201702	21008	1.0128599999999999
201702	21014	1.09689
201702	21016	0.9707399999999999
201702	21024	0.74798
201702	21028	0.38545
201702	21032	0.6775899999999999
201702	21038	1.45668
201702	21048	1.08616
201702	21049	0.76649
201702	21055	0.006549999999999999
201702	21057	0.46076999999999996
201702	21077	0.54064
201702	21080	0.85387
201702	21088	0.5939
201702	21131	0.32239
201702	21170	0.33494
201702	21182	0.21227000000000001
201702	21190	0.06652
201702	21192	0.62469
201702	21200	0.12337000000000001
201702	21202	0.2275
201702	21218	0.09009
201702	21222	0.17619
201702	21224	0.25608
201703	20001	1303.35771
201703	20002	834.73521
201703	20003	917.16548
201703	20004	489.91328
201703	20005	563.89955
201703	20006	868.34182
201703	20007	840.83303
201703	20008	937.42393
201703	20009	456.07282
201703	20010	718.4487
201703	20011	700.9002
201703	20012	649.49079
201703	20013	641.94039
201703	20014	410.33466
201703	20015	462.48432
201703	20016	477.29682
201703	20017	581.21228
201703	20018	571.84373
201703	20019	278.9498
201703	20020	382.3223
201703	20021	482.72522
201703	20022	536.75732
201703	20023	241.78791
201703	20024	253.8081
201703	20025	323.63604
201703	20026	259.71343
201703	20027	280.69386
201703	20028	435.33126
201703	20029	401.56945
201703	20030	618.7454
201703	20031	182.35528
201703	20033	191.65965
201703	20035	266.52674
201703	20037	236.6103
201703	20038	281.70105
201703	20039	259.2539
201703	20041	310.18048
201703	20042	210.60938
201703	20043	183.56082
201703	20044	275.43315
201703	20045	157.6153
201703	20046	200.25087
201703	20047	262.74106
201703	20050	237.1824
201703	20051	216.9338
201703	20052	208.87994
201703	20053	214.12225
201703	20054	212.56051
201703	20055	258.17914
201703	20056	224.01057
201703	20057	218.98846
201703	20058	215.0091
201703	20059	171.00573
201703	20061	199.32323
201703	20062	196.97247
201703	20063	155.82909
201703	20065	208.86957
201703	20066	148.72163
201703	20067	182.70471
201703	20068	183.10022
201703	20069	173.91635
201703	20070	162.23202
201703	20071	181.68269
201703	20072	157.01868000000002
201703	20073	137.62025
201703	20074	167.52624
201703	20075	205.11172
201703	20076	138.81065
201703	20077	184.77117
201703	20079	189.24778
201703	20080	102.9922
201703	20081	118.09161
201703	20082	178.62499
201703	20084	77.05949
201703	20086	108.66172
201703	20087	158.7013
201703	20090	146.88759
201703	20091	151.63957
201703	20092	120.50765999999999
201703	20093	88.48476000000001
201703	20094	162.40592
201703	20095	70.54329
201703	20096	111.06046
201703	20097	263.89297
201703	20099	131.5496
201703	20100	62.32272
201703	20101	103.10391
201703	20102	159.98158999999998
201703	20103	123.18003
201703	20106	120.63051
201703	20107	114.02729
201703	20108	101.54344
201703	20109	142.35357
201703	20111	81.08363
201703	20114	115.79841
201703	20116	64.11866
201703	20117	86.01536999999999
201703	20118	128.22262
201703	20119	59.74613
201703	20120	85.53198
201703	20121	19.20573
201703	20122	96.55327
201703	20123	97.79679
201703	20124	96.81677
201703	20125	93.56256
201703	20129	117.94467
201703	20132	68.79268
201703	20133	80.63055
201703	20134	82.75176
201703	20137	74.46724999999999
201703	20138	51.42872
201703	20139	90.31932
201703	20140	87.08427
201703	20142	73.18238
201703	20144	73.25877
201703	20145	48.10685
201703	20146	77.97426
201703	20148	77.12748
201703	20151	100.11201
201703	20152	56.01139
201703	20153	62.49153
201703	20155	54.90148
201703	20157	63.88099
201703	20158	37.86783
201703	20160	57.671910000000004
201703	20161	65.28376
201703	20162	18.60336
201703	20166	69.61919
201703	20167	63.62901
201703	20168	79.81617
201703	20175	77.64246
201703	20176	69.79743
201703	20177	69.25359
201703	20179	63.51088
201703	20180	42.08955
201703	20181	63.54952
201703	20182	67.56178
201703	20183	68.59114
201703	20184	70.28218
201703	20187	52.967240000000004
201703	20188	54.71508
201703	20189	45.55089
201703	20192	58.194069999999996
201703	20193	37.809039999999996
201703	20196	19.21374
201703	20197	49.434870000000004
201703	20198	50.235260000000004
201703	20200	49.36795
201703	20201	38.72813
201703	20205	52.87477
201703	20206	43.80012
201703	20207	39.68851
201703	20208	67.30141
201703	20209	39.66018
201703	20211	39.43875
201703	20212	38.48628
201703	20215	73.67811
201703	20216	22.37791
201703	20219	41.00914
201703	20220	29.09246
201703	20222	21.64078
201703	20224	21.30219
201703	20225	0.96634
201703	20226	50.69614
201703	20227	16.85866
201703	20228	44.49245
201703	20230	1.49977
201703	20231	37.29078
201703	20232	18.217290000000002
201703	20233	33.77111
201703	20234	44.56141
201703	20235	33.179339999999996
201703	20238	52.706489999999995
201703	20239	31.55517
201703	20240	34.57451
201703	20241	38.50585
201703	20242	30.11297
201703	20244	35.08514
201703	20246	26.29099
201703	20249	37.98567
201703	20251	19.98083
201703	20252	50.50334
201703	20253	29.74396
201703	20254	19.22503
201703	20255	11.54492
201703	20256	39.4253
201703	20259	35.10566
201703	20263	22.16338
201703	20264	29.60812
201703	20265	26.26085
201703	20267	33.21249
201703	20268	34.30869
201703	20269	49.82355
201703	20270	27.20154
201703	20271	39.86945
201703	20272	29.72912
201703	20273	35.4379
201703	20275	28.20817
201703	20276	28.68503
201703	20277	9.63407
201703	20278	31.0059
201703	20280	21.63495
201703	20281	35.32223
201703	20282	30.28079
201703	20283	3.76605
201703	20284	26.05388
201703	20285	21.12155
201703	20288	20.45961
201703	20289	17.75865
201703	20290	28.28081
201703	20291	0.8502799999999999
201703	20292	35.09445
201703	20295	0.89668
201703	20296	27.4496
201703	20299	11.946480000000001
201703	20300	23.60196
201703	20301	18.72648
201703	20302	28.5977
201703	20303	31.68625
201703	20304	40.8266
201703	20305	26.02165
201703	20307	25.98423
201703	20309	25.77834
201703	20310	20.60733
201703	20311	26.6266
201703	20314	23.63964
201703	20315	18.10097
201703	20316	22.10444
201703	20317	22.2487
201703	20320	20.10022
201703	20321	21.66333
201703	20322	34.05111
201703	20324	1.35349
201703	20325	23.49986
201703	20326	23.27692
201703	20327	13.606770000000001
201703	20328	11.015550000000001
201703	20329	29.09621
201703	20330	26.99897
201703	20332	22.71718
201703	20335	22.85673
201703	20336	25.81971
201703	20338	27.35147
201703	20341	20.18964
201703	20342	21.59653
